stop_name,stop_id,stop_code,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
154 Metropolitan Ave opp Malverna Rd,2798,2798,,,,42.278964,-71.12918,LocalBus,,https://www.mbta.com/stops/2798,,0,,0,Boston,Metropolitan Avenue,Malverna Road,3
Metropolitan Ave @ Augustus Ave,2799,2799,,,,42.279635,-71.130488,LocalBus,,https://www.mbta.com/stops/2799,,0,,0,Boston,Metropolitan Avenue,Augustus Avenue,3
E Broadway @ O St,28,28,,,,42.335672,-71.029038,LocalBus,,https://www.mbta.com/stops/28,,0,,1,Boston,East Broadway,O Street,3
E 8th St @ I St,280,280,,,,42.331426,-71.039724,LocalBus,,https://www.mbta.com/stops/280,,0,,1,Boston,East Eighth Street,I Street,3
Metropolitan Ave @ Kittredge St,2800,2800,,,,42.28011,-71.131416,LocalBus,,https://www.mbta.com/stops/2800,,0,,0,Boston,Metropolitan Avenue,Kittredge Street,3
Metropolitan Ave @ Kittredge St,2801,2801,,,,42.280149,-71.131686,LocalBus,,https://www.mbta.com/stops/2801,,0,,0,Boston,Metropolitan Avenue,Kittredge Street,3
Metropolitan Ave @ Augustus Ave,2802,2802,,,,42.279522,-71.130484,LocalBus,,https://www.mbta.com/stops/2802,,0,,2,Boston,Metropolitan Avenue,Augustus Avenue,3
Metropolitan Ave @ Malverna Rd,2803,2803,,,,42.278854,-71.129199,LocalBus,,https://www.mbta.com/stops/2803,,0,,0,Boston,Metropolitan Avenue,Malverna Road,3
Metropolitan Ave @ Highfield Rd,2804,2804,,,,42.277545,-71.127459,LocalBus,,https://www.mbta.com/stops/2804,,0,,0,Boston,Metropolitan Avenue,Highfield Road,3
Poplar St @ Metropolitan Ave,2805,2805,,,,42.275836,-71.125869,LocalBus,,https://www.mbta.com/stops/2805,,0,,0,Boston,Poplar Street,Metropolitan Avenue,3
Poplar St @ Cornell St,2806,2806,,,,42.274646,-71.127923,LocalBus,,https://www.mbta.com/stops/2806,,0,,0,Boston,Poplar Street,Cornell Street,3
Poplar St @ Beech St,2807,2807,,,,42.273537,-71.129374,LocalBus,,https://www.mbta.com/stops/2807,,0,,0,Boston,Poplar Street,Beech Street,3
529 Poplar St,2808,2808,,,,42.2722,-71.131783,LocalBus,,https://www.mbta.com/stops/2808,,0,,0,Boston,Poplar Street,Deforest Street,3
575 Poplar St opp Deforest St,2809,2809,,,,42.27096,-71.132046,LocalBus,,https://www.mbta.com/stops/2809,,0,,0,Boston,Poplar Street,Deforest Street,3
E 8th St @ H St,281,281,,,,42.331405,-71.041311,LocalBus,,https://www.mbta.com/stops/281,,0,,0,Boston,East Eighth Street,H Street,3
Poplar St @ West St - George Wright GC,2810,2810,,,,42.269739,-71.132175,LocalBus,,https://www.mbta.com/stops/2810,,0,,0,Boston,Poplar Street,Deforest Street,3
338 West St,2811,2811,,,,42.267994,-71.131246,LocalBus,,https://www.mbta.com/stops/2811,,0,,0,Boston,West Street,Poplar Street,3
West St opp Deforest St,2812,2812,,,,42.265268,-71.128517,LocalBus,,https://www.mbta.com/stops/2812,,0,,0,Boston,West Street,Deforest Street,3
West St @ Myopia Rd,2813,2813,,,,42.264047,-71.126829,LocalBus,,https://www.mbta.com/stops/2813,,0,,0,Boston,West Street,Myopia Road,3
West St @ Austin St,2814,2814,,,,42.263259,-71.125729,LocalBus,,https://www.mbta.com/stops/2814,,0,,0,Boston,West Street,Austin Street,3
Austin St @ Myopia Rd,2815,2815,,,,42.261413,-71.125876,LocalBus,,https://www.mbta.com/stops/2815,,0,,0,Boston,Austin Street,Myopia Road,3
Austin St @ Chestnut St,2816,2816,,,,42.259267,-71.126059,LocalBus,,https://www.mbta.com/stops/2816,,0,,0,Boston,Austin Street,Chestnut Street,3
Austin St @ Gordon Ave,2817,2817,,,,42.257289,-71.126828,LocalBus,,https://www.mbta.com/stops/2817,,0,,0,Boston,Austin Street,Gordon Avenue,3
Opp 1344 Hyde Park Ave - Blake Estates,2818,2818,,,,42.252059,-71.125337,LocalBus,,https://www.mbta.com/stops/2818,,0,,0,Boston,Hyde Park Avenue,,3
Hyde Park Ave @ Pingree St,2819,2819,,,,42.254741,-71.124397,LocalBus,,https://www.mbta.com/stops/2819,,0,,1,Boston,Hyde Park Avenue,Pingree Street,3
E 8th St @ G St,282,282,,,,42.331329,-71.044314,LocalBus,,https://www.mbta.com/stops/282,,0,,0,Boston,East Eighth Street,G Street,3
Main St @ Bunker Hill St,2821,2821,,,,42.383307,-71.071852,LocalBus,,https://www.mbta.com/stops/2821,,0,,1,Boston,Main Street,Bunker Hill Street,3
Main St @ Baldwin St,2822,2822,,,,42.381149,-71.070908,LocalBus,,https://www.mbta.com/stops/2822,,0,,1,Boston,Main Street,Baldwin Street,3
Main St @ Middlesex St,2823,2823,,,,42.380135,-71.069908,LocalBus,,https://www.mbta.com/stops/2823,,0,,1,Boston,Main Street,Middlesex Street,3
Main St @ Dunstable St,2824,2824,,,,42.378076,-71.067792,LocalBus,,https://www.mbta.com/stops/2824,,0,,1,Boston,Main Street,Dunstable Street,3
Main St @ W School St,2825,2825,,,,42.376399,-71.065733,LocalBus,,https://www.mbta.com/stops/2825,,0,,1,Boston,Main Street,West School Street,3
Main St @ Harvard St,2827,2827,,,,42.373649,-71.062769,LocalBus,,https://www.mbta.com/stops/2827,,0,,1,Boston,Main Street,Monument Avenue,3
Main St @ Park St,28281,28281,,,,42.37226,-71.061979,LocalBus,,https://www.mbta.com/stops/28281,,0,,1,Boston,Main Street,Gravel Lane,3
N Washington St @ Medford St,2829,2829,,,,42.365749,-71.058505,ExpressBus-Downtown,,https://www.mbta.com/stops/2829,,0,,1,Boston,North Washington Street,,3
E 8th St @ Covington St,283,283,,,,42.331295,-71.046082,LocalBus,,https://www.mbta.com/stops/283,,0,,0,Boston,East Eighth Street,Covington Street,3
Cambridge St @ Saltonstall Bldg - Bowdoin Sq,28310,28310,,,,42.360962,-71.061654,LocalBus,,https://www.mbta.com/stops/28310,,0,,0,Boston,Cambridge Street,,3
N Washington St @ Thacher St,2832,2832,,,,42.365195,-71.058265,LocalBus,,https://www.mbta.com/stops/2832,,0,,1,Boston,North Washington Street,Thacher Street,3
Warren St @ Winthrop St,2835,2835,,,,42.373614,-71.061511,LocalBus,,https://www.mbta.com/stops/2835,,0,,1,Boston,Warren Street,Winthrop Street,3
Warren St @ Church St,2836,2836,,,,42.375093,-71.063606,LocalBus,,https://www.mbta.com/stops/2836,,0,,0,Boston,Warren Street,,3
Main St @ School St,2837,2837,,,,42.376677,-71.065931,LocalBus,,https://www.mbta.com/stops/2837,,0,,0,Boston,Main Street,West School Street,3
Main St @ Walker St,2838,2838,,,,42.378342,-71.067914,LocalBus,,https://www.mbta.com/stops/2838,,0,,1,Boston,Main Street,Walker Street,3
Main St @ Oak St,2839,2839,,,,42.380038,-71.069646,LocalBus,,https://www.mbta.com/stops/2839,,0,,1,Boston,Main Street,Oak Street,3
E 8th St @ Old Harbor St,284,284,,,,42.331286,-71.047299,LocalBus,,https://www.mbta.com/stops/284,,0,,0,Boston,East Eighth Street,Old Harbor Street,3
Main St @ Baldwin St,2840,2840,,,,42.38125,-71.070852,LocalBus,,https://www.mbta.com/stops/2840,,0,,1,Boston,Main Street,Baldwin Street,3
529 Main St,2841,2841,,,,42.384402,-71.072681,LocalBus,,https://www.mbta.com/stops/2841,,0,,1,Boston,Main Street,Sullivan Square,3
Bunker Hill St @ Main St,2844,2844,,,,42.383314,-71.071593,LocalBus,,https://www.mbta.com/stops/2844,,0,,1,Boston,Bunker Hill Street,Main Street,3
Bunker Hill St @ Baldwin St,2845,2845,,,,42.382401,-71.069733,LocalBus,,https://www.mbta.com/stops/2845,,0,,1,Boston,Bunker Hill Street,Baldwin Street,3
Bunker Hill St @ Auburn St,2846,2846,,,,42.381948,-71.068789,LocalBus,,https://www.mbta.com/stops/2846,,0,,1,Boston,Bunker Hill Street,Saint Martin Street,3
Bunker Hill St @ Clarken Ct,2847,2847,,,,42.380878,-71.066635,LocalBus,,https://www.mbta.com/stops/2847,,0,,0,Boston,Bunker Hill Court,Bunker Hill Street,3
Bunker Hill St @ Sullivan St,2848,2848,,,,42.379871,-71.064639,LocalBus,,https://www.mbta.com/stops/2848,,0,,0,Boston,Bunker Hill Street,Cook Street,3
Bunker Hill St @ School St,2849,2849,,,,42.379056,-71.062991,LocalBus,,https://www.mbta.com/stops/2849,,0,,0,Boston,Bunker Hill Street,Mystic Street,3
E 8th St @ Mercer St,285,285,,,,42.331495,-71.048888,LocalBus,,https://www.mbta.com/stops/285,,0,,0,Boston,East Eighth Street,Mercer Street,3
Bunker Hill St @ Concord St,2850,2850,,,,42.378284,-71.060779,LocalBus,,https://www.mbta.com/stops/2850,,0,,1,Boston,Bunker Hill Street,Concord Street,3
Bunker Hill St @ Ferrin St,2851,2851,,,,42.377657,-71.058877,LocalBus,,https://www.mbta.com/stops/2851,,0,,1,Boston,Bunker Hill Street,Ferrin Street,3
Bunker Hill St @ Vine St,2852,2852,,,,42.376755,-71.057048,LocalBus,,https://www.mbta.com/stops/2852,,0,,1,Boston,Bunker Hill Street,Moulton Street,3
Bunker Hill St @ Lowney Way,2853,2853,,,,42.375894,-71.056288,LocalBus,,https://www.mbta.com/stops/2853,,0,,0,Boston,Bunker Hill Street,Robert Lowney Way,3
Adams St @ Lowney Way,2854,2854,,,,42.374386,-71.058189,LocalBus,,https://www.mbta.com/stops/2854,,0,,0,Boston,Adams Street,Robert Lowney Way,3
Park St @ Warren St,2855,2855,,,,42.373222,-71.060875,LocalBus,,https://www.mbta.com/stops/2855,,0,,0,Boston,Park Street,Warren Street,3
E 8th St @ Dorchester St,286,286,,,,42.332782,-71.050957,LocalBus,,https://www.mbta.com/stops/286,,0,,0,Boston,East Eighth Street,Dorchester Street,3
Vine St @ Moulton St,2860,2860,,,,42.376884,-71.056325,LocalBus,,https://www.mbta.com/stops/2860,,0,,0,Boston,Vine Street,Moulton Street,3
121 Bunker Hill St opp Lexington St,2861,2861,,,,42.378055,-71.059733,LocalBus,,https://www.mbta.com/stops/2861,,0,,1,Boston,Bunker Hill Street,Monument Street,3
785 Washington St @ Norwood Hospital,28618,28618,,,,42.189527,-71.202699,LocalBus,,https://www.mbta.com/stops/28618,,0,,0,Norwood,Washington Street,Winter Street,3
Bunker Hill St @ Polk St,2862,2862,,,,42.378627,-71.061439,LocalBus,,https://www.mbta.com/stops/2862,,0,,1,Boston,Bunker Hill Street,Polk Street,3
Bunker Hill St @ Pearl St,2863,2863,,,,42.379412,-71.063506,LocalBus,,https://www.mbta.com/stops/2863,,0,,0,Boston,Bunker Hill Street,Pearl Street,3
Bunker Hill St @ Sackville St,2864,2864,,,,42.380271,-71.065203,LocalBus,,https://www.mbta.com/stops/2864,,0,,1,Boston,Bunker Hill Street,Sackville Street,3
Bunker Hill St @ N Mead St,2865,2865,,,,42.381137,-71.066955,LocalBus,,https://www.mbta.com/stops/2865,,0,,1,Boston,Bunker Hill Street,North Mead Street,3
Bunker Hill St @ St Martin St,2866,2866,,,,42.381853,-71.068394,LocalBus,,https://www.mbta.com/stops/2866,,0,,1,Boston,Bunker Hill Street,Auburn Street,3
Bunker Hill St @ Medford St,2867,2867,,,,42.383429,-71.071596,LocalBus,,https://www.mbta.com/stops/2867,,0,,0,Boston,Bunker Hill Street,Main Street,3
Grand Union Blvd @ Foley St,28742,28742,,,,42.392847,-71.080416,LocalBus,,https://www.mbta.com/stops/28742,,0,,0,Somerville,Grand Union Boulevard,Foley Street,3
Grand Union Blvd @ Foley St,28743,28743,,,,42.392659,-71.080524,LocalBus,,https://www.mbta.com/stops/28743,,0,,1,Somerville,Grand Union Boulevard,Foley Street,3
Grand Union Blvd @ Canal St,28745,28745,,,,42.394225,-71.080798,LocalBus,,https://www.mbta.com/stops/28745,,0,,0,Somerville,Grand Union Boulevard,Canal Street,3
Grand Union Blvd opp Artisan Way,28746,28746,,,,42.394706,-71.081102,LocalBus,,https://www.mbta.com/stops/28746,,0,,0,Somerville,Grand Union Boulevard,,3
Mystic Ave @ Union St,2875,2875,,,,42.387725,-71.078526,LocalBus,,https://www.mbta.com/stops/2875,,0,,1,Somerville,Mystic Avenue,North Union Street,3
Mystic Ave @ Middlesex Ave,2877,2877,,,,42.390512,-71.082209,LocalBus,,https://www.mbta.com/stops/2877,,0,,1,Somerville,Mystic Avenue,Middlesex Avenue,3
Mystic Ave opp Fellsway W,2878,2878,,,,42.394769,-71.087708,LocalBus,,https://www.mbta.com/stops/2878,,0,,1,Somerville,Mystic Avenue,,3
Mystic Ave @ Temple Rd,2879,2879,,,,42.395563,-71.088935,LocalBus,,https://www.mbta.com/stops/2879,,0,,0,Somerville,Mystic Avenue,Temple Road,3
W 6th St @ F St,288,288,,,,42.334842,-71.0499,LocalBus,,https://www.mbta.com/stops/288,,0,,0,Boston,West Sixth Street,F Street,3
Mystic Ave @ Shore Dr,2880,2880,,,,42.397237,-71.091127,LocalBus,,https://www.mbta.com/stops/2880,,0,,0,Somerville,Mystic Avenue,Shore Drive,3
Mystic Ave @ Fulbright St,2883,2883,,,,42.402252,-71.098132,LocalBus,,https://www.mbta.com/stops/2883,,0,,0,Medford,Mystic Avenue,Fulbright Street,3
Mystic Ave opp Harvard St,2884,2884,,,,42.406567,-71.102216,LocalBus,,https://www.mbta.com/stops/2884,,0,,0,Medford,Mystic Avenue,Mystic Valley Parkway,3
Mystic Ave opp Billings Ave,2885,2885,,,,42.408486,-71.104066,LocalBus,,https://www.mbta.com/stops/2885,,0,,1,Medford,Mystic Avenue,Billings Avenue,3
Mystic Ave @ Reardon Rd,2886,2886,,,,42.412236,-71.107564,LocalBus,,https://www.mbta.com/stops/2886,,0,,0,Medford,Mystic Avenue,Reardon Road,3
Mystic Ave @ James St,2887,2887,,,,42.413741,-71.108985,LocalBus,,https://www.mbta.com/stops/2887,,0,,0,Medford,Mystic Avenue,James Street,3
Mystic Ave @ Union St,2888,2888,,,,42.414669,-71.10986,LocalBus,,https://www.mbta.com/stops/2888,,0,,0,Medford,Mystic Avenue,Union Street,3
Mystic Ave @ Columbia Rd,2889,2889,,,,42.413444,-71.108991,LocalBus,,https://www.mbta.com/stops/2889,,0,,0,Medford,Mystic Avenue,Columbia Road,3
W 6th St @ E St,289,289,,,,42.335827,-71.051409,LocalBus,,https://www.mbta.com/stops/289,,0,,0,Boston,West Sixth Street,E Street,3
Mystic Ave opp Reardon Rd,2890,2890,,,,42.412283,-71.107897,LocalBus,,https://www.mbta.com/stops/2890,,0,,0,Medford,Mystic Avenue,Reardon Road,3
Mystic Ave @ Whyte St,2891,2891,,,,42.409608,-71.105403,LocalBus,,https://www.mbta.com/stops/2891,,0,,0,Medford,Mystic Avenue,Whyte Street,3
Mystic Ave @ Billings Ave,2892,2892,,,,42.408336,-71.104219,LocalBus,,https://www.mbta.com/stops/2892,,0,,0,Medford,Mystic Avenue,Billings Avenue,3
Mystic Ave @ Golden Ave,2893,2893,,,,42.40727,-71.103204,LocalBus,,https://www.mbta.com/stops/2893,,0,,0,Medford,Mystic Avenue,Golden Avenue,3
Mystic Ave @ Bonner Ave,2894,2894,,,,42.405134,-71.101203,LocalBus,,https://www.mbta.com/stops/2894,,0,,0,Medford,Mystic Avenue,Bonner Avenue,3
Opp 326 Mystic Ave,2895,2895,,,,42.404312,-71.100501,LocalBus,,https://www.mbta.com/stops/2895,,0,,0,Medford,Mystic Avenue,Hicks Avenue,3
Mystic Ave opp Fulbright St,2896,2896,,,,42.402352,-71.098621,LocalBus,,https://www.mbta.com/stops/2896,,0,,1,Medford,Mystic Avenue,Fulbright Street,3
Mystic Ave @ Moreland St,2897,2897,,,,42.399733,-71.095532,LocalBus,,https://www.mbta.com/stops/2897,,0,,0,Somerville,Mystic Avenue,Moreland Street,3
Mystic Ave @ Mystic Apartments,2898,2898,,,,42.399073,-71.094212,LocalBus,,https://www.mbta.com/stops/2898,,0,,0,Somerville,Mystic Avenue,Moreland Street,3
Mystic Ave opp Shore Dr,2899,2899,,,,42.397062,-71.091228,LocalBus,,https://www.mbta.com/stops/2899,,0,,0,Somerville,Mystic Avenue,Shore Drive,3
E Broadway @ P St,29,29,,,,42.335698,-71.027303,LocalBus,,https://www.mbta.com/stops/29,,0,,1,Boston,East Broadway,P Street,3
W 6th St @ D St,290,290,,,,42.336832,-71.053007,LocalBus,,https://www.mbta.com/stops/290,,0,,1,Boston,West Sixth Street,Orton Morotta Way,3
Mystic Ave @ Temple Rd,2900,2900,,,,42.395416,-71.08904,LocalBus,,https://www.mbta.com/stops/2900,,0,,0,Somerville,Mystic Avenue,Temple Road,3
Mystic Ave @ Wheatland St,2901,2901,,,,42.394079,-71.08729,LocalBus,,https://www.mbta.com/stops/2901,,0,,0,Somerville,Mystic Avenue,Ramp - Rt 93 Northbound To Mystic Ave,3
Mystic Ave @ Kensingston Ave,2902,2902,,,,42.39193,-71.084983,LocalBus,,https://www.mbta.com/stops/2902,,0,,0,Somerville,Mystic Avenue,Ramp - Mystic Ave To Rt 93 Southbound,3
Columbia Rd @ Wolcott St,2904,2904,,,,42.303376,-71.083527,LocalBus,,https://www.mbta.com/stops/2904,,0,,1,Boston,Columbia Road,Wolcott Street,3
South Bay Mall @ Allstate Rd,29049,29049,,,,42.326265,-71.062344,LocalBus,,https://www.mbta.com/stops/29049,,0,,0,Boston,,,3
Boston St @ Ellery St,2905,2905,,,,42.328459,-71.057733,LocalBus,,https://www.mbta.com/stops/2905,,0,,1,Boston,Boston Street,Ellery Street,3
South Bay Mall @ Office Max,29051,29051,,,,42.327428,-71.06158,LocalBus,,https://www.mbta.com/stops/29051,,0,,0,Boston,,,3
South Bay Mall @ Target,29052,29052,,,,42.330197,-71.062576,LocalBus,,https://www.mbta.com/stops/29052,,0,,1,Boston,,,3
Boston St opp Washburn St,2906,2906,,,,42.325805,-71.058965,LocalBus,,https://www.mbta.com/stops/2906,,0,,0,Boston,Boston Street,Ramp - Southbound Frontage Rd To Boston St,3
Boston St @ W Howell St,2907,2907,,,,42.325142,-71.059251,LocalBus,,https://www.mbta.com/stops/2907,,0,,1,Boston,Boston Street,West Howell Street,3
Boston St opp Harvest St,2908,2908,,,,42.323524,-71.060353,LocalBus,,https://www.mbta.com/stops/2908,,0,,1,Boston,Boston Street,Harvest Street,3
Boston St opp Mayhew St,2909,2909,,,,42.322139,-71.061187,LocalBus,,https://www.mbta.com/stops/2909,,0,,1,Boston,Boston Street,Sexton Court,3
W 7th St @ D St,291,291,,,,42.336362,-71.054006,LocalBus,,https://www.mbta.com/stops/291,,0,,0,Boston,West Seventh Street,D Street,3
Columbia Rd @ Dudley St,2910,2910,,,,42.317228,-71.065045,LocalBus,,https://www.mbta.com/stops/2910,,0,,1,Boston,Columbia Road,Dudley Street,3
Columbia Rd @ Bird St,2911,2911,,,,42.314688,-71.067432,LocalBus,,https://www.mbta.com/stops/2911,,0,,1,Boston,Columbia Road,Bird Street,3
Columbia Rd @ Glendale St,2912,2912,,,,42.312642,-71.068632,LocalBus,,https://www.mbta.com/stops/2912,,0,,1,Boston,Columbia Road,Glendale Street,3
Columbia Rd @ Quincy St,2913,2913,,,,42.311271,-71.070413,LocalBus,,https://www.mbta.com/stops/2913,,0,,1,Boston,Columbia Road,Quincy Street,3
Columbia Rd @ Hamilton St,2914,2914,,,,42.310291,-71.072279,LocalBus,,https://www.mbta.com/stops/2914,,0,,1,Boston,Columbia Road,Richfield Street,3
Columbia Rd opp Wyola Pl,2915,2915,,,,42.308461,-71.075087,LocalBus,,https://www.mbta.com/stops/2915,,0,,1,Boston,Columbia Road,Wyola Place,3
Columbia Rd @ Devon St,2916,2916,,,,42.307465,-71.076246,LocalBus,,https://www.mbta.com/stops/2916,,0,,1,Boston,Columbia Road,Devon Street,3
Columbia Rd @ Geneva Ave,2918,2918,,,,42.306216,-71.078321,LocalBus,,https://www.mbta.com/stops/2918,,0,,1,Boston,Columbia Road,Geneva Avenue,3
Columbia Rd @ Washington St,2919,2919,,,,42.305519,-71.080507,LocalBus,,https://www.mbta.com/stops/2919,,0,,1,Boston,Columbia Road,Washington Street,3
W 7th St @ C St,292,292,,,,42.337181,-71.055242,LocalBus,,https://www.mbta.com/stops/292,,0,,1,Boston,West Seventh Street,Joyce Hayes Way,3
Columbia Rd @ Seaver St,2920,2920,,,,42.30431,-71.082426,LocalBus,,https://www.mbta.com/stops/2920,,0,,1,Boston,Columbia Road,Seaver Street,3
Columbia Rd @ Blue Hill Ave,2921,2921,,,,42.303626,-71.084672,LocalBus,,https://www.mbta.com/stops/2921,,0,,1,Boston,Columbia Road,Old Road,3
Glen Ln @ Blue Hill Ave - Franklin Park Zoo,2922,2922,,,,42.301806,-71.086667,LocalBus,,https://www.mbta.com/stops/2922,,0,,0,Boston,Franklin Park Service Road,Blue Hill Avenue,3
Old Rd @ Ellington St,2923,2923,,,,42.302767,-71.084486,LocalBus,,https://www.mbta.com/stops/2923,,0,,1,Boston,Old Road,Ellington Street,3
Columbia Rd @ Seaver St,2924,2924,,,,42.304183,-71.082124,LocalBus,,https://www.mbta.com/stops/2924,,0,,1,Boston,Columbia Road,Seaver Street,3
Columbia Rd @ Washington St,2925,2925,,,,42.305402,-71.080253,LocalBus,,https://www.mbta.com/stops/2925,,0,,1,Boston,Columbia Road,Washington Street,3
Lincoln St @ Reading Depot,29253,29253,,,,42.521548,-71.107553,LocalBus,,https://www.mbta.com/stops/29253,,0,,0,Reading,Lincoln Street,Prescott Street,3
Columbia Rd @ Geneva Ave,2926,2926,,,,42.306047,-71.078042,LocalBus,,https://www.mbta.com/stops/2926,,0,,0,Boston,Columbia Road,Geneva Avenue,3
Columbia Rd @ Devon St,2928,2928,,,,42.307551,-71.075758,LocalBus,,https://www.mbta.com/stops/2928,,0,,1,Boston,Columbia Road,Devon Street,3
Columbia Rd @ Intervale St,2929,2929,,,,42.309061,-71.073733,LocalBus,,https://www.mbta.com/stops/2929,,0,,1,Boston,Columbia Road,Ceylon Street,3
W 7th @ B Street,293,293,,,,42.338194,-71.05677,LocalBus,,https://www.mbta.com/stops/293,,0,,0,Boston,West Seventh Street,B Street,3
Columbia Rd @ Hamilton St,2930,2930,,,,42.310128,-71.072044,LocalBus,,https://www.mbta.com/stops/2930,,0,,1,Boston,Columbia Road,Hamilton Street,3
Columbia Rd @ Quincy St,2931,2931,,,,42.31118,-71.070077,LocalBus,,https://www.mbta.com/stops/2931,,0,,1,Boston,Columbia Road,Quincy Street,3
Columbia Rd @ Glendale St,2932,2932,,,,42.312835,-71.068184,LocalBus,,https://www.mbta.com/stops/2932,,0,,1,Boston,Columbia Road,Glendale Street,3
Columbia Rd @ Stoughton St,2933,2933,,,,42.317122,-71.064572,LocalBus,,https://www.mbta.com/stops/2933,,0,,0,Boston,Columbia Road,Stoughton Street,3
Columbia Rd @ Annabel St,2934,2934,,,,42.318702,-71.063102,LocalBus,,https://www.mbta.com/stops/2934,,0,,1,Boston,Columbia Road,Annabel Street,3
Columbia Rd @ Massachusetts Ave,2935,2935,,,,42.319915,-71.062177,LocalBus,,https://www.mbta.com/stops/2935,,0,,0,Boston,Columbia Road,,3
Mystic Ave opp Kensington Ave,2936,2936,,,,42.392595,-71.084056,LocalBus,,https://www.mbta.com/stops/2936,,0,,0,Somerville,Mystic Avenue,Middlesex Avenue,3
Boston St @ Mayhew St,2937,2937,,,,42.321914,-71.061132,LocalBus,,https://www.mbta.com/stops/2937,,0,,1,Boston,Boston Street,Sexton Court,3
Boston St @ Dorset St,2938,2938,,,,42.324096,-71.059813,LocalBus,,https://www.mbta.com/stops/2938,,0,,1,Boston,Boston Street,Dorset Street,3
Boston St @ Howell St,2939,2939,,,,42.325163,-71.059106,LocalBus,,https://www.mbta.com/stops/2939,,0,,1,Boston,Boston Street,West Howell Street,3
Boston St @ Rawson St,2940,2940,,,,42.326245,-71.058648,LocalBus,,https://www.mbta.com/stops/2940,,0,,1,Boston,Boston Street,Rawson Street,3
Watertown St @ Peacock Farm Rd,2941,2941,,,,42.418879,-71.206541,LocalBus,,https://www.mbta.com/stops/2941,,0,,0,Lexington,Watertown Street,Peacock Farm Road,3
Watertown St opp Pleasant St,2942,2942,,,,42.42215,-71.208873,LocalBus,,https://www.mbta.com/stops/2942,,0,,2,Lexington,Watertown Street,Pleasant Street,3
48 Pleasant St,2943,2943,,,,42.423802,-71.20816,LocalBus,,https://www.mbta.com/stops/2943,,0,,2,Lexington,Pleasant Street,,3
Pleasant St opp Fern St,2944,2944,,,,42.427424,-71.207023,LocalBus,,https://www.mbta.com/stops/2944,,0,,1,Lexington,Pleasant Street,Fern Street,3
P St @ E 5th St,295,295,,,,42.334111,-71.027196,LocalBus,,https://www.mbta.com/stops/295,,0,,0,Boston,P Street,East Fifth Street,3
P St @ Columbia Rd,296,296,,,,42.332657,-71.027166,LocalBus,,https://www.mbta.com/stops/296,,0,,0,Boston,P Street,Columbia Road,3
863 Washington St @ Douglas Ave,29618,29618,,,,42.186822,-71.203033,LocalBus,,https://www.mbta.com/stops/29618,,0,,1,Norwood,Washington Street,Douglas Avenue,3
Dorchester Ave opp Kemp St,298,298,,,,42.326944,-71.056938,LocalBus,,https://www.mbta.com/stops/298,,0,,0,Boston,Dorchester Avenue,Kemp Street,3
Dorchester Ave @ Howell St,299,299,,,,42.324666,-71.056909,LocalBus,,https://www.mbta.com/stops/299,,0,,1,Boston,Dorchester Avenue,Howell Street,3
Washington St @ Melnea Cass Blvd - Silver Line,3,3,Washington St @ Melnea Cass Blvd - Silver Line - South Station/Downtown Crossing,,South Station/Downtown Crossing,42.333021,-71.080799,LocalBus,"Washington St and Melnea Cass Blvd, Roxbury, MA",https://www.mbta.com/stops/3,level_in_street,0,,1,Boston,Washington Street,Melnea Cass Boulevard,3
E Broadway @ Farragut Rd,30,30,,,,42.335738,-71.02519,LocalBus,,https://www.mbta.com/stops/30,,0,,1,Boston,East Broadway,Farragut Road,3
Dorchester Ave @ Dorset St,300,300,,,,42.323237,-71.056879,LocalBus,,https://www.mbta.com/stops/300,,0,,0,Boston,Dorchester Avenue,Locust Street,3
Massachusetts Ave @ Magazine St,30009,30009,,,,42.328065,-71.068054,LocalBus,,https://www.mbta.com/stops/30009,,0,,1,Boston,Massachusetts Avenue,Magazine Street,3
Dorchester Ave @ Mt Vernon St,301,301,,,,42.321708,-71.056845,LocalBus,,https://www.mbta.com/stops/301,,0,,0,Boston,Dorchester Avenue,Mount Vernon Street,3
Hancock St opp Glover Ave,3019,3019,,,,42.27436,-71.026456,LocalBus,,https://www.mbta.com/stops/3019,,0,,1,Quincy,Hancock Street,Glover Avenue,3
Dorchester Ave @ Columbia Rd,302,302,,,,42.320797,-71.056837,LocalBus,,https://www.mbta.com/stops/302,,0,,0,Boston,Dorchester Avenue,Columbia Road,3
Hancock St @ Billings Rd,3020,3020,,,,42.273451,-71.025558,LocalBus,,https://www.mbta.com/stops/3020,,0,,1,Quincy,Hancock Street,Billings Road,3
Congress St opp Hanover St,30203,30203,,,,42.361096,-71.057627,LocalBus,,https://www.mbta.com/stops/30203,,0,,1,Boston,Congress Street,Sudbury Street,3
Hancock St opp Albion Rd,3022,3022,,,,42.271589,-71.022667,LocalBus,,https://www.mbta.com/stops/3022,,0,,1,Quincy,Hancock Street,Albion Road,3
Hancock St @ Linden St,3023,3023,,,,42.270446,-71.020777,LocalBus,,https://www.mbta.com/stops/3023,,0,,1,Quincy,Hancock Street,Linden Street,3
Atlantic Ave @ Milk St,30233,30233,,,,42.358674,-71.051461,LocalBus,,https://www.mbta.com/stops/30233,,0,,0,Boston,Atlantic Avenue,India Wharf,3
